Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
Visual,VIS-0003,Auth,AuthWizardScreen — Error/Retry,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-ERROR-RETRY,AuthWizardScreen — Error/Retry,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Error/Retry under FX-AUTH-AUTHWIZARDSCREEN-ERROR-RETRY with matched Flutter/Native conditions.,Capture and compare VIS-0003 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0004,Auth,AuthWizardScreen — Empty/NotFound,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-EMPTY-NOTFOUND,AuthWizardScreen — Empty/NotFound,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Empty/NotFound under FX-AUTH-AUTHWIZARDSCREEN-EMPTY-NOTFOUND with matched Flutter/Native conditions.,Capture and compare VIS-0004 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0005,Auth,AuthWizardScreen — Keyboard/Focus/Validation,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-KEYBOARD-FOCUS-VALIDATION,AuthWizardScreen — Keyboard/Focus/Validation,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Keyboard/Focus/Validation under FX-AUTH-AUTHWIZARDSCREEN-KEYBOARD-FOCUS-VALIDATION with matched Flutter/Native conditions.,Capture and compare VIS-0005 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Visible + hidden variants required; Capture status=pending
Visual,VIS-0006,Auth,AuthWizardScreen — Private/Blocked,lib/features/auth/screens/auth_wizard_screen.dart,13,Visual state,Fixture ID: FX-AUTH-AUTHWIZARDSCREEN-PRIVATE-BLOCKED,AuthWizardScreen — Private/Blocked,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture AuthWizardScreen — Private/Blocked under FX-AUTH-AUTHWIZARDSCREEN-PRIVATE-BLOCKED with matched Flutter/Native conditions.,Capture and compare VIS-0006 in its assigned implementation phase.,lib/features/auth/screens/auth_wizard_screen.dart:13,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0007,Auth,BiometricLoginScreen — Default,lib/features/auth/screens/biometric_login_screen.dart,7,Visual state,Fixture ID: FX-AUTH-BIOMETRICLOGINSCREEN-DEFAULT,BiometricLoginScreen — Default,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture BiometricLoginScreen — Default under FX-AUTH-BIOMETRICLOGINSCREEN-DEFAULT with matched Flutter/Native conditions.,Capture and compare VIS-0007 in its assigned implementation phase.,lib/features/auth/screens/biometric_login_screen.dart:7,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0008,Auth,BiometricLoginScreen — Loading/Disabled,lib/features/auth/screens/biometric_login_screen.dart,7,Visual state,Fixture ID: FX-AUTH-BIOMETRICLOGINSCREEN-LOADING-DISABLED,BiometricLoginScreen — Loading/Disabled,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture BiometricLoginScreen — Loading/Disabled under FX-AUTH-BIOMETRICLOGINSCREEN-LOADING-DISABLED with matched Flutter/Native conditions.,Capture and compare VIS-0008 in its assigned implementation phase.,lib/features/auth/screens/biometric_login_screen.dart:7,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0009,Auth,BiometricLoginScreen — Error/Retry,lib/features/auth/screens/biometric_login_screen.dart,7,Visual state,Fixture ID: FX-AUTH-BIOMETRICLOGINSCREEN-ERROR-RETRY,BiometricLoginScreen — Error/Retry,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture BiometricLoginScreen — Error/Retry under FX-AUTH-BIOMETRICLOGINSCREEN-ERROR-RETRY with matched Flutter/Native conditions.,Capture and compare VIS-0009 in its assigned implementation phase.,lib/features/auth/screens/biometric_login_screen.dart:7,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0010,Auth,MandatoryPasswordScreen — Default,lib/features/auth/screens/mandatory_password_screen.dart,9,Visual state,Fixture ID: FX-AUTH-MANDATORYPASSWORDSCREEN-DEFAULT,MandatoryPasswordScreen — Default,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture MandatoryPasswordScreen — Default under FX-AUTH-MANDATORYPASSWORDSCREEN-DEFAULT with matched Flutter/Native conditions.,Capture and compare VIS-0010 in its assigned implementation phase.,lib/features/auth/screens/mandatory_password_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0011,Auth,MandatoryPasswordScreen — Loading/Disabled,lib/features/auth/screens/mandatory_password_screen.dart,9,Visual state,Fixture ID: FX-AUTH-MANDATORYPASSWORDSCREEN-LOADING-DISABLED,MandatoryPasswordScreen — Loading/Disabled,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture MandatoryPasswordScreen — Loading/Disabled under FX-AUTH-MANDATORYPASSWORDSCREEN-LOADING-DISABLED with matched Flutter/Native conditions.,Capture and compare VIS-0011 in its assigned implementation phase.,lib/features/auth/screens/mandatory_password_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0012,Auth,MandatoryPasswordScreen — Error/Retry,lib/features/auth/screens/mandatory_password_screen.dart,9,Visual state,Fixture ID: FX-AUTH-MANDATORYPASSWORDSCREEN-ERROR-RETRY,MandatoryPasswordScreen — Error/Retry,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture MandatoryPasswordScreen — Error/Retry under FX-AUTH-MANDATORYPASSWORDSCREEN-ERROR-RETRY with matched Flutter/Native conditions.,Capture and compare VIS-0012 in its assigned implementation phase.,lib/features/auth/screens/mandatory_password_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0013,Auth,MandatoryPasswordScreen — Empty/NotFound,lib/features/auth/screens/mandatory_password_screen.dart,9,Visual state,Fixture ID: FX-AUTH-MANDATORYPASSWORDSCREEN-EMPTY-NOTFOUND,MandatoryPasswordScreen — Empty/NotFound,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture MandatoryPasswordScreen — Empty/NotFound under FX-AUTH-MANDATORYPASSWORDSCREEN-EMPTY-NOTFOUND with matched Flutter/Native conditions.,Capture and compare VIS-0013 in its assigned implementation phase.,lib/features/auth/screens/mandatory_password_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0014,Auth,MandatoryPasswordScreen — Keyboard/Focus/Validation,lib/features/auth/screens/mandatory_password_screen.dart,9,Visual state,Fixture ID: FX-AUTH-MANDATORYPASSWORDSCREEN-KEYBOARD-FOCUS-VALIDATION,MandatoryPasswordScreen — Keyboard/Focus/Validation,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture MandatoryPasswordScreen — Keyboard/Focus/Validation under FX-AUTH-MANDATORYPASSWORDSCREEN-KEYBOARD-FOCUS-VALIDATION with matched Flutter/Native conditions.,Capture and compare VIS-0014 in its assigned implementation phase.,lib/features/auth/screens/mandatory_password_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Visible + hidden variants required; Capture status=pending
Visual,VIS-0015,Auth,PasswordRecoveryConfirmScreen — Default,lib/features/auth/screens/password_recovery_confirm_screen.dart,9,Visual state,Fixture ID: FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-DEFAULT,PasswordRecoveryConfirmScreen — Default,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture PasswordRecoveryConfirmScreen — Default under FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-DEFAULT with matched Flutter/Native conditions.,Capture and compare VIS-0015 in its assigned implementation phase.,lib/features/auth/screens/password_recovery_confirm_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0016,Auth,PasswordRecoveryConfirmScreen — Loading/Disabled,lib/features/auth/screens/password_recovery_confirm_screen.dart,9,Visual state,Fixture ID: FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-LOADING-DISABLED,PasswordRecoveryConfirmScreen — Loading/Disabled,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture PasswordRecoveryConfirmScreen — Loading/Disabled under FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-LOADING-DISABLED with matched Flutter/Native conditions.,Capture and compare VIS-0016 in its assigned implementation phase.,lib/features/auth/screens/password_recovery_confirm_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
Visual,VIS-0017,Auth,PasswordRecoveryConfirmScreen — Error/Retry,lib/features/auth/screens/password_recovery_confirm_screen.dart,9,Visual state,Fixture ID: FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-ERROR-RETRY,PasswordRecoveryConfirmScreen — Error/Retry,Capture pending assigned phase,Mapped through related journey,Auth,Implementation/visual phase,Capture PasswordRecoveryConfirmScreen — Error/Retry under FX-AUTH-PASSWORDRECOVERYCONFIRMSCREEN-ERROR-RETRY with matched Flutter/Native conditions.,Capture and compare VIS-0017 in its assigned implementation phase.,lib/features/auth/screens/password_recovery_confirm_screen.dart:9,Theme=Light + Dark; Direction=RTL primary; LTR and mixed-bidi stress; Keyboard=Hidden; add visible capture for text-entry surfaces; Capture status=pending
